mp_norm,mp_name_works,state,total_sanctioned_amount,number_of_works,average_work_amount,maximum_work_amount,allocated_amt,allocated_amount,is_allocation_matched,utilization_percentage,remaining_amount,utilization_alert,fund_utilization_score
suresh kodikunnil,Shri Suresh Kodikunnil,Kerala,45311919.0,69,656694.4782608695,5400000.0,172429519.11,172429519.11,True,26.278516134521972,127117600.11000001,NORMAL,15.0
suresh kumar kashyap,Suresh Kumar Kashyap,Himachal Pradesh,39810000.0,182,218736.26373626373,500000.0,153563957.11,153563957.11,True,25.92405193849201,113753957.11000001,NORMAL,15.0
swami sachchidanandhari sakshi ji maharaj,Swami Sachchidanandhari Sakshi ji Maharaj,Uttar Pradesh,57070437.0,50,1141408.74,4997529.0,147000000.0,147000000.0,True,38.823426530612245,89929563.0,NORMAL,15.0
t sumathy a thamizhachi thangapandian,T Sumathy (A) Thamizhachi Thangapandian,Tamil Nadu,55000000.0,19,2894736.8421052634,16000000.0,147000000.0,147000000.0,True,37.41496598639456,92000000.0,NORMAL,15.0
tangella uday srinivas,TANGELLA UDAY SRINIVAS,Andhra Pradesh,16720164.0,11,1520014.9090909092,6000000.0,199417886.76,199417886.76,True,8.38448560039289,182697722.76,NORMAL,15.0
tanuj punia,TANUJ PUNIA,Uttar Pradesh,44681913.0,16,2792619.5625,11953957.0,148198170.11,148198170.11,True,30.150111142961393,103516257.11000001,NORMAL,15.0
tapir gao,Shri Tapir Gao,Arunachal Pradesh,49995613.0,48,1041575.2708333334,2500000.0,147000000.0,147000000.0,True,34.01062108843537,97004387.0,NORMAL,15.0
tariq anwar,TARIQ ANWAR,Bihar,26660060.0,27,987409.6296296297,994740.0,147000000.0,147000000.0,True,18.136095238095237,120339940.0,NORMAL,15.0
thalikkottai rajuthevar baalu,Thalikkottai Rajuthevar Baalu,Tamil Nadu,60843350.0,52,1170064.423076923,5000000.0,196905535.11,196905535.11,True,30.89976620820245,136062185.11,NORMAL,15.0
thanga tamilselvan,THANGA TAMILSELVAN,Tamil Nadu,23975000.0,27,887962.9629629629,2600000.0,147000000.0,147000000.0,True,16.30952380952381,123025000.0,NORMAL,15.0
tharaniventhan m s,THARANIVENTHAN M S,Tamil Nadu,70962826.0,129,550099.4263565892,1768860.0,168337124.35,168337124.35,True,42.15518488509811,97374298.35,NORMAL,15.0
thiru dayanidhi maran,Thiru Dayanidhi Maran,Tamil Nadu,16000000.0,3,5333333.333333333,10000000.0,147000000.0,147000000.0,True,10.884353741496598,131000000.0,NORMAL,15.0
thirumaa valavan thol,Thirumaa Valavan Thol,Tamil Nadu,45844007.0,31,1478838.935483871,5000000.0,147000000.0,147000000.0,True,31.186399319727894,101155993.0,NORMAL,15.0
tokhan sahu,TOKHAN SAHU,Chhattisgarh,46392997.0,71,653422.4929577465,2500000.0,147000000.0,147000000.0,True,31.559861904761906,100607003.0,NORMAL,15.0
ujjwal raman singh,UJJWAL RAMAN SINGH,Uttar Pradesh,11460000.0,2,5730000.0,9860000.0,147000000.0,147000000.0,True,7.795918367346939,135540000.0,NORMAL,15.0
ummeda ram beniwal,UMMEDA RAM BENIWAL,Rajasthan,45081030.0,99,455363.9393939394,2000000.0,147000000.0,147000000.0,True,30.66736734693877,101918970.0,NORMAL,15.0
utkarsh verma madhur,UTKARSH VERMA MADHUR,Uttar Pradesh,39176777.0,196,199881.51530612246,6798710.0,147000000.0,147000000.0,True,26.650868707482996,107823223.0,NORMAL,15.0
v s matheswaran,V S Matheswaran,Tamil Nadu,48903782.0,67,729907.1940298508,2320000.0,162539930.11,162539930.11,True,30.08724192689392,113636148.11000001,NORMAL,15.0
v somanna,V. SOMANNA,Karnataka,23000000.0,12,1916666.6666666667,4500000.0,147000000.0,147000000.0,True,15.646258503401361,124000000.0,NORMAL,15.0
vaithilingam ve,Vaithilingam Ve,Puducherry,31683559.0,17,1863738.7647058824,4000000.0,209368972.11,209368972.11,True,15.132881764043733,177685413.11,NORMAL,15.0
vamsi krishna gaddam,VAMSI KRISHNA GADDAM,Telangana,13059997.0,24,544166.5416666666,5000000.0,148451721.11,148451721.11,True,8.797470923441015,135391724.11,NORMAL,15.0
veena devi,Smt Veena Devi,Bihar,69261000.0,21,3298142.8571428573,5000000.0,147000000.0,147000000.0,True,47.11632653061225,77739000.0,NORMAL,15.0
vellalath kochukrishnan nair sreekandan,Vellalath Kochukrishnan Nair Sreekandan,Kerala,37928423.0,85,446216.7411764706,2500000.0,147000000.0,147000000.0,True,25.80164829931973,109071577.0,NORMAL,15.0
vijay baghel,Vijay Baghel,Chhattisgarh,17648018.0,60,294133.63333333336,1200000.0,147000000.0,147000000.0,True,12.005454421768707,129351982.0,NORMAL,15.0
vijay kumar dubey,Vijay Kumar Dubey,Uttar Pradesh,45963356.0,118,389519.9661016949,1350000.0,148900000.0,148900000.0,True,30.868607118871726,102936644.0,NORMAL,15.0
vijayakumar vasanth,Shri vijayakumar Vasanth,Tamil Nadu,60176623.0,53,1135407.9811320754,5440000.0,171500000.0,171500000.0,True,35.08840991253644,111323377.0,NORMAL,15.0
vijaylakshmi devi,VIJAYLAKSHMI DEVI,Bihar,56845578.0,57,997290.8421052631,1488744.0,147000000.0,147000000.0,True,38.67046122448979,90154422.0,NORMAL,15.0
vinod chavda,Vinod Chavda,Gujarat,30506195.0,76,401397.30263157893,500000.0,147000000.0,147000000.0,True,20.75251360544218,116493805.0,NORMAL,15.0
vinod kumar bind,VINOD KUMAR BIND,Uttar Pradesh,47062705.0,395,119146.08860759494,275997.0,147000000.0,147000000.0,True,32.015445578231294,99937295.0,NORMAL,15.0
virendra kumar,Virendra Kumar,Madhya Pradesh,46434039.0,47,987958.2765957447,2500000.0,147000000.0,147000000.0,True,31.587781632653062,100565961.0,NORMAL,15.0
virendra singh,VIRENDRA SINGH,Uttar Pradesh,35497639.0,8,4437204.875,13176000.0,147000000.0,147000000.0,True,24.148053741496597,111502361.0,NORMAL,15.0
vishal,VISHAL,Maharashtra,40473858.0,39,1037791.2307692308,1250000.0,147000000.0,147000000.0,True,27.53323673469388,106526142.0,NORMAL,15.0
vishnu dayal ram,Vishnu Dayal Ram,Jharkhand,33737187.0,80,421714.8375,6000000.0,158176083.11,158176083.11,True,21.328880028302528,124438896.11000001,NORMAL,15.0
vishnu dutt sharma,Vishnu Dutt Sharma,Madhya Pradesh,4909947.0,3,1636649.0,2422881.0,147000000.0,147000000.0,True,3.3401,142090053.0,NORMAL,15.0
vishweshwar hegde kageri,VISHWESHWAR HEGDE KAGERI,Karnataka,33925000.0,49,692346.9387755102,1000000.0,147000000.0,147000000.0,True,23.078231292517007,113075000.0,NORMAL,15.0
y s avinash reddy,Y S Avinash Reddy,Andhra Pradesh,38111893.0,87,438067.7356321839,2794103.0,156430260.11,156430260.11,True,24.36350420513278,118318367.11000001,NORMAL,15.0
yaduveer krishnadatta chamaraja wadiyar,YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,Karnataka,30100000.0,61,493442.62295081967,1500000.0,147000000.0,147000000.0,True,20.476190476190474,116900000.0,NORMAL,15.0
