work_id,state,ida,mp_name,constituency,work_category,work_description_clean,recommended_dt,sanction_dt,sanction_amount,sanction_delay_days,work_status,v1_anomaly_score,cost_anomaly_score,delay_anomaly_score,duplicate_score,fund_utilization_score,v1_contrib,cost_contrib,delay_contrib,duplicate_contrib,fund_contrib,base_weighted_sum,max_signal,composite_risk_score,risk_level,risk_reasons
WS/MP18187/2026-2027/189651-Installing tube-wells and borewells,Telangana,KUMURAM BHEEM ASIFABAD(District Collector KB Asifabad_IDA),GODAM NAGESH,ADILABAD(ST),Normal/Others,Providing of Drinking water source near Pochamma Temple at Anukoda,2025-04-07,2026-04-17,100000.0,375,Physical Inspection,18.8,15.0,100.0,0.0,15.0,7.52,2.25,15.0,0.0,2.25,27.02,100.0,70.8,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 375 days.
WS/MP18369/2025-2026/177565-Lighting of public spaces,Maharashtra,YAVATMAL(DISTRICT COLLECTOR YAVATMAL_IDA),Sanjay Uttamrao Deshmukh,YAVATMAL-WASHIM,Normal/Others,At.Gawandi yethe solar high mast basvine Tq babhulgaon,2025-02-25,2026-03-21,393672.0,389,Physical Inspection,18.8,15.0,100.0,0.0,15.0,7.52,2.25,15.0,0.0,2.25,27.02,100.0,70.8,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 389 days.
WS/MP568/2024-2025/161392-Construction of community centers and community halls,Chhattisgarh,BEMETARA(Collector Bemetara_IDA),Vijay Baghel,DURG,Normal/Others,CC ROAD NIRMAN,2024-12-24,2025-01-14,500000.0,21,Physical Inspection,12.9,15.0,15.0,100.00000000000003,15.0,5.16,2.25,2.25,15.0,2.25,26.91,100.00000000000003,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18152/2024-2025/141172-Installation of fixed garden gym equipment,Punjab,MOGA(Deputy Commissioner Moga),SARABJEET SINGH KHALSA,FARIDKOT(SC),Normal/Others,Installation of fixed garden gym equipment,2024-09-16,2024-12-03,300000.0,78,Physical Inspection,13.2,15.0,15.0,100.00000000000003,15.0,5.28,2.25,2.25,15.0,2.25,27.03,100.00000000000003,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18369/2025-2026/177567-Lighting of public spaces,Maharashtra,YAVATMAL(DISTRICT COLLECTOR YAVATMAL_IDA),Sanjay Uttamrao Deshmukh,YAVATMAL-WASHIM,Normal/Others,At Parsodi yethe solar high mast basvine,2025-02-25,2026-03-21,393593.0,389,Physical Inspection,18.8,15.0,100.0,0.0,15.0,7.52,2.25,15.0,0.0,2.25,27.02,100.0,70.8,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 389 days.
WS/MP18369/2025-2026/177566-Lighting of public spaces,Maharashtra,YAVATMAL(DISTRICT COLLECTOR YAVATMAL_IDA),Sanjay Uttamrao Deshmukh,YAVATMAL-WASHIM,Normal/Others,At Pimpalkhuta yethe solar high mast basvine Tq Babhulgaon,2025-02-25,2026-03-21,393751.0,389,Physical Inspection,18.8,15.0,100.0,0.0,15.0,7.52,2.25,15.0,0.0,2.25,27.02,100.0,70.8,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 389 days.
WS/MP18369/2025-2026/177560-Lighting of public spaces,Maharashtra,YAVATMAL(DISTRICT COLLECTOR YAVATMAL_IDA),Sanjay Uttamrao Deshmukh,YAVATMAL-WASHIM,Normal/Others,At.Hatgaon yethe solar high mast basvine Tq Yavatmal,2025-02-25,2026-03-21,393711.0,389,Physical Inspection,18.8,15.0,100.0,0.0,15.0,7.52,2.25,15.0,0.0,2.25,27.02,100.0,70.8,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 389 days.
WS/MP18369/2025-2026/177559-Lighting of public spaces,Maharashtra,YAVATMAL(DISTRICT COLLECTOR YAVATMAL_IDA),Sanjay Uttamrao Deshmukh,YAVATMAL-WASHIM,Normal/Others,Ward No. 28 yethe solar high mast basvine Tq Yavatmal,2025-02-25,2026-03-21,393554.0,389,Physical Inspection,18.8,15.0,100.0,0.0,15.0,7.52,2.25,15.0,0.0,2.25,27.02,100.0,70.8,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 389 days.
WS/MP18369/2025-2026/177558-Lighting of public spaces,Maharashtra,YAVATMAL(DISTRICT COLLECTOR YAVATMAL_IDA),Sanjay Uttamrao Deshmukh,YAVATMAL-WASHIM,Normal/Others,At.Nakapardi yethe solar high mast basvine Tq Yavatmal,2025-02-25,2026-03-21,393751.0,389,Physical Inspection,18.8,15.0,100.0,0.0,15.0,7.52,2.25,15.0,0.0,2.25,27.02,100.0,70.8,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 389 days.
WS/MP18369/2025-2026/177557-Lighting of public spaces,Maharashtra,YAVATMAL(DISTRICT COLLECTOR YAVATMAL_IDA),Sanjay Uttamrao Deshmukh,YAVATMAL-WASHIM,Normal/Others,At. Hatola Wai yethe solar high mast basvine,2025-02-25,2026-03-21,393430.0,389,Physical Inspection,18.8,15.0,100.0,0.0,15.0,7.52,2.25,15.0,0.0,2.25,27.02,100.0,70.8,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 389 days.
WS/MP18115/2026-2027/186723-Construction of community centers and community halls,Maharashtra,GONDIA(DISTRICT COLLECTOR GONDIA_IDA),DR. PRASHANT YADAORAO PADOLE,BHANDARA-GONDIYA,Normal/Others,Construction of Community Hall,2025-03-26,2026-04-03,1000000.0,373,Physical Inspection,18.7,15.0,100.0,0.0,15.0,7.48,2.25,15.0,0.0,2.25,26.98,100.0,70.8,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 373 days.
WS/MP18152/2024-2025/141170-Installation of fixed garden gym equipment,Punjab,MOGA(Deputy Commissioner Moga),SARABJEET SINGH KHALSA,FARIDKOT(SC),Normal/Others,Installation of fixed garden gym equipment,2024-09-16,2024-12-03,300000.0,78,Physical Inspection,13.2,15.0,15.0,100.00000000000003,15.0,5.28,2.25,2.25,15.0,2.25,27.03,100.00000000000003,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18154/2024-2025/162989-Street lights,Punjab,PATHANKOT(DEPUTY COMMISSIONER PATHANKOT_IDA),SUKHJINDER SINGH RANDHAWA,GURDASPUR,Normal/Others,"5 (Five light) 30 watt solar led 6 meter poll, 5 years full warranty from manufacture company. The working agency will be XEN, PWD",2025-01-10,2025-02-13,85042.0,34,Physical Inspection,13.2,15.0,15.0,99.99999999999997,15.0,5.28,2.25,2.25,15.0,2.25,27.03,99.99999999999997,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18152/2025-2026/176300-Fitting of Sitting RCC Benches in Public Places,Punjab,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),SARABJEET SINGH KHALSA,FARIDKOT(SC),Normal/Others,Fitting of Sitting RCC Benches in Public Places,2025-02-18,2025-04-02,150000.0,43,Physical Inspection,13.1,15.0,15.0,100.0,15.0,5.24,2.25,2.25,15.0,2.25,26.990000000000002,100.0,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18152/2024-2025/141169-Installation of fixed garden gym equipment,Punjab,MOGA(Deputy Commissioner Moga),SARABJEET SINGH KHALSA,FARIDKOT(SC),Normal/Others,Installation of fixed garden gym equipment,2024-09-16,2024-12-03,300000.0,78,Physical Inspection,13.2,15.0,15.0,100.00000000000003,15.0,5.28,2.25,2.25,15.0,2.25,27.03,100.00000000000003,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18152/2024-2025/141168-Installation of fixed garden gym equipment,Punjab,MOGA(Deputy Commissioner Moga),SARABJEET SINGH KHALSA,FARIDKOT(SC),Normal/Others,Installation of fixed garden gym equipment,2024-09-16,2024-12-03,300000.0,78,Physical Inspection,13.2,15.0,15.0,100.00000000000003,15.0,5.28,2.25,2.25,15.0,2.25,27.03,100.00000000000003,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
"WS/MP18335/2024-2025/152912-Construction of roads, link roads, pathways or any other road with or without drainage system",Chhattisgarh,JASHPUR(DISTRICT COLLECTOR JASHPUR_IDA),RADHE SHYAM RATHIYA,RAIGARH(ST),Normal/Others,CC road construction,2024-11-17,2024-12-16,700000.0,29,Physical Inspection,13.1,15.0,15.0,100.0,15.0,5.24,2.25,2.25,15.0,2.25,26.990000000000002,100.0,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18152/2024-2025/141167-Installation of fixed garden gym equipment,Punjab,MOGA(Deputy Commissioner Moga),SARABJEET SINGH KHALSA,FARIDKOT(SC),Normal/Others,Installation of fixed garden gym equipment,2024-09-16,2024-12-03,300000.0,78,Physical Inspection,13.2,15.0,15.0,100.00000000000003,15.0,5.28,2.25,2.25,15.0,2.25,27.03,100.00000000000003,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18152/2024-2025/141166-Installation of fixed garden gym equipment,Punjab,MOGA(Deputy Commissioner Moga),SARABJEET SINGH KHALSA,FARIDKOT(SC),Normal/Others,Installation of fixed garden gym equipment,2024-09-16,2024-12-03,300000.0,78,Physical Inspection,13.2,15.0,15.0,100.00000000000003,15.0,5.28,2.25,2.25,15.0,2.25,27.03,100.00000000000003,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18190/2025-2026/162247-Installing tube-wells and borewells,Telangana,WARANGAL(District Collector Warangal_IDA),BALRAM NAIK PORIKA,MAHABUBABAD,Normal/Others,Fixing of 5.0 HP pumpset near Banoth Mohan Lal (H) at Chilukamma Nagar Village,2025-01-02,2026-01-13,105124.0,376,Physical Inspection,18.9,15.0,100.0,0.0,15.0,7.56,2.25,15.0,0.0,2.25,27.06,100.0,70.8,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 376 days.
WS/MP18154/2024-2025/164232-Street lights,Punjab,PATHANKOT(DEPUTY COMMISSIONER PATHANKOT_IDA),SUKHJINDER SINGH RANDHAWA,GURDASPUR,Normal/Others,"5 (Five light) 30 watt solar led 6 meter poll, 5 years full warranty from manufacture company. The working agency will be XEN, PWD",2025-01-10,2025-02-13,85042.0,34,Physical Inspection,13.2,15.0,15.0,99.99999999999997,15.0,5.28,2.25,2.25,15.0,2.25,27.03,99.99999999999997,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18154/2024-2025/164236-Street lights,Punjab,PATHANKOT(DEPUTY COMMISSIONER PATHANKOT_IDA),SUKHJINDER SINGH RANDHAWA,GURDASPUR,Normal/Others,"5 (Five light) 30 watt solar led 6 meter poll, 5 years full warranty from manufacture company. The working agency will be XEN, PWD",2025-01-10,2025-02-13,85042.0,34,Physical Inspection,13.2,15.0,15.0,99.99999999999997,15.0,5.28,2.25,2.25,15.0,2.25,27.03,99.99999999999997,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP351/2025-2026/159086-Street lights,Kerala,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Shri Kumbakudi Sudhakaran,KANNUR,Normal/Others,Providing 26 Nos of Street Light LED(35 W) at Arayal Thara-Kotoor Vayal Road(Indira Priyadarshini Road)  Under Kadambur-GP,2024-12-16,2026-01-13,116879.0,393,Physical Inspection,18.5,15.0,100.0,0.0,15.0,7.4,2.25,15.0,0.0,2.25,26.9,100.0,70.8,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 393 days.
WS/MP18154/2024-2025/162849-Street lights,Punjab,PATHANKOT(DEPUTY COMMISSIONER PATHANKOT_IDA),SUKHJINDER SINGH RANDHAWA,GURDASPUR,Normal/Others,"5 (Five light) 30 watt solar led 6 meter poll, 5 years full warranty from manufacture company. The working agency will be XEN, PWD",2025-01-10,2025-02-13,85246.0,34,Physical Inspection,13.2,15.0,15.0,99.99999999999997,15.0,5.28,2.25,2.25,15.0,2.25,27.03,99.99999999999997,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18154/2024-2025/162850-Street lights,Punjab,PATHANKOT(DEPUTY COMMISSIONER PATHANKOT_IDA),SUKHJINDER SINGH RANDHAWA,GURDASPUR,Normal/Others,"5 (Five light) 30 watt solar led 6 meter poll, 5 years full warranty from manufacture company. The working agency will be XEN, PWD",2025-01-10,2025-02-13,85246.0,34,Physical Inspection,13.2,15.0,15.0,99.99999999999997,15.0,5.28,2.25,2.25,15.0,2.25,27.03,99.99999999999997,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18369/2025-2026/177568-Lighting of public spaces,Maharashtra,YAVATMAL(DISTRICT COLLECTOR YAVATMAL_IDA),Sanjay Uttamrao Deshmukh,YAVATMAL-WASHIM,Normal/Others,At Falegaon yethe solar high mast basvine,2025-02-25,2026-03-21,393672.0,389,Physical Inspection,18.8,15.0,100.0,0.0,15.0,7.52,2.25,15.0,0.0,2.25,27.02,100.0,70.8,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 389 days.
WS/MP18369/2025-2026/177574-Lighting of public spaces,Maharashtra,YAVATMAL(DISTRICT COLLECTOR YAVATMAL_IDA),Sanjay Uttamrao Deshmukh,YAVATMAL-WASHIM,Normal/Others,At yavatmal Ward No 20 Aashirwad Society yethe solar high mast basvine,2025-02-25,2026-03-21,393593.0,389,Physical Inspection,18.8,15.0,100.0,0.0,15.0,7.52,2.25,15.0,0.0,2.25,27.02,100.0,70.8,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 389 days.
WS/MP18369/2025-2026/177578-Lighting of public spaces,Maharashtra,YAVATMAL(DISTRICT COLLECTOR YAVATMAL_IDA),Sanjay Uttamrao Deshmukh,YAVATMAL-WASHIM,Normal/Others,At Yavatmal Ward No 15 Ambikanagar vit bhatti parisarat yethe solar high mast basvine,2025-02-25,2026-03-21,393554.0,389,Physical Inspection,18.8,15.0,100.0,0.0,15.0,7.52,2.25,15.0,0.0,2.25,27.02,100.0,70.8,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 389 days.
WS/MP18052/2026-2027/179391-Setting up of laboratories,Goa,SOUTH GOA(DISTRICT COLLECTOR SOUTH GOA_IDA),CAPTAIN VIRIATO FERNANDES,SOUTH GOA,Normal/Others,"Upgrading and renovation of science laboratoy for St.Pius X High School, Orlim",2025-03-09,2026-05-19,583034.0,436,Sanction,18.9,15.0,100.0,0.0,15.0,7.56,2.25,15.0,0.0,2.25,27.06,100.0,70.8,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 436 days.
WS/MP18152/2024-2025/141174-Installation of fixed garden gym equipment,Punjab,MOGA(Deputy Commissioner Moga),SARABJEET SINGH KHALSA,FARIDKOT(SC),Normal/Others,Installation of fixed garden gym equipment,2024-09-16,2024-12-03,300000.0,78,Physical Inspection,13.2,15.0,15.0,100.00000000000003,15.0,5.28,2.25,2.25,15.0,2.25,27.03,100.00000000000003,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18152/2024-2025/141175-Installation of fixed garden gym equipment,Punjab,MOGA(Deputy Commissioner Moga),SARABJEET SINGH KHALSA,FARIDKOT(SC),Normal/Others,Installation of fixed garden gym equipment,2024-09-16,2024-12-03,300000.0,78,Physical Inspection,13.2,15.0,15.0,100.00000000000003,15.0,5.28,2.25,2.25,15.0,2.25,27.03,100.00000000000003,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18152/2024-2025/141176-Installation of fixed garden gym equipment,Punjab,MOGA(Deputy Commissioner Moga),SARABJEET SINGH KHALSA,FARIDKOT(SC),Normal/Others,Installation of fixed garden gym equipment,2024-09-16,2024-12-03,300000.0,78,Physical Inspection,13.2,15.0,15.0,100.00000000000003,15.0,5.28,2.25,2.25,15.0,2.25,27.03,100.00000000000003,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18152/2024-2025/141177-Installation of fixed garden gym equipment,Punjab,MOGA(Deputy Commissioner Moga),SARABJEET SINGH KHALSA,FARIDKOT(SC),Normal/Others,Installation of fixed garden gym equipment,2024-09-16,2024-12-03,300000.0,78,Physical Inspection,13.2,15.0,15.0,100.00000000000003,15.0,5.28,2.25,2.25,15.0,2.25,27.03,100.00000000000003,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18152/2024-2025/141178-Installation of fixed garden gym equipment,Punjab,MOGA(Deputy Commissioner Moga),SARABJEET SINGH KHALSA,FARIDKOT(SC),Normal/Others,Installation of fixed garden gym equipment,2024-09-16,2024-12-03,300000.0,78,Physical Inspection,13.2,15.0,15.0,100.00000000000003,15.0,5.28,2.25,2.25,15.0,2.25,27.03,100.00000000000003,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18152/2024-2025/141179-Installation of fixed garden gym equipment,Punjab,MOGA(Deputy Commissioner Moga),SARABJEET SINGH KHALSA,FARIDKOT(SC),Normal/Others,Installation of fixed garden gym equipment,2024-09-16,2024-12-03,300000.0,78,Physical Inspection,13.2,15.0,15.0,100.00000000000003,15.0,5.28,2.25,2.25,15.0,2.25,27.03,100.00000000000003,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18152/2024-2025/141180-Installation of fixed garden gym equipment,Punjab,MOGA(Deputy Commissioner Moga),SARABJEET SINGH KHALSA,FARIDKOT(SC),Normal/Others,Installation of fixed garden gym equipment,2024-09-16,2024-12-03,300000.0,78,Physical Inspection,13.2,15.0,15.0,100.00000000000003,15.0,5.28,2.25,2.25,15.0,2.25,27.03,100.00000000000003,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18152/2024-2025/141181-Installation of fixed garden gym equipment,Punjab,MOGA(Deputy Commissioner Moga),SARABJEET SINGH KHALSA,FARIDKOT(SC),Normal/Others,Installation of fixed garden gym equipment,2024-09-16,2024-12-03,300000.0,78,Physical Inspection,13.2,15.0,15.0,100.00000000000003,15.0,5.28,2.25,2.25,15.0,2.25,27.03,100.00000000000003,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18152/2024-2025/141182-Installation of fixed garden gym equipment,Punjab,MOGA(Deputy Commissioner Moga),SARABJEET SINGH KHALSA,FARIDKOT(SC),Normal/Others,Installation of fixed garden gym equipment,2024-09-16,2024-12-03,300000.0,78,Physical Inspection,13.2,15.0,15.0,100.00000000000003,15.0,5.28,2.25,2.25,15.0,2.25,27.03,100.00000000000003,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18050/2025-2026/179358-Construction of community centers and community halls,Chhattisgarh,BALOD(Collector Balod_IDA),BHOJRAJ NAG,KANKER(ST),Normal/Others,samudayik bhawan,2025-03-06,2025-06-03,693300.0,89,Physical Inspection,13.4,15.0,15.0,100.0,15.0,5.36,2.25,2.25,15.0,2.25,27.11,100.0,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18154/2024-2025/164231-Street lights,Punjab,PATHANKOT(DEPUTY COMMISSIONER PATHANKOT_IDA),SUKHJINDER SINGH RANDHAWA,GURDASPUR,Normal/Others,"5 (Five light) 30 watt solar led 6 meter poll, 5 years full warranty from manufacture company. The working agency will be XEN, PWD",2025-01-10,2025-02-13,85042.0,34,Physical Inspection,13.2,15.0,15.0,99.99999999999997,15.0,5.28,2.25,2.25,15.0,2.25,27.03,99.99999999999997,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18154/2024-2025/162979-Street lights,Punjab,PATHANKOT(DEPUTY COMMISSIONER PATHANKOT_IDA),SUKHJINDER SINGH RANDHAWA,GURDASPUR,Normal/Others,"5 (Five light) 30 watt solar led 6 meter poll, 5 years full warranty from manufacture company. The working agency will be XEN, PWD",2025-01-10,2025-02-14,85042.0,35,Physical Inspection,13.2,15.0,15.0,99.99999999999997,15.0,5.28,2.25,2.25,15.0,2.25,27.03,99.99999999999997,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18154/2024-2025/162978-Street lights,Punjab,PATHANKOT(DEPUTY COMMISSIONER PATHANKOT_IDA),SUKHJINDER SINGH RANDHAWA,GURDASPUR,Normal/Others,"5 (Five light) 30 watt solar led 6 meter poll, 5 years full warranty from manufacture company. The working agency will be XEN, PWD",2025-01-10,2025-02-14,85042.0,35,Physical Inspection,13.2,15.0,15.0,99.99999999999997,15.0,5.28,2.25,2.25,15.0,2.25,27.03,99.99999999999997,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18152/2024-2025/141171-Installation of fixed garden gym equipment,Punjab,MOGA(Deputy Commissioner Moga),SARABJEET SINGH KHALSA,FARIDKOT(SC),Normal/Others,Installation of fixed garden gym equipment,2024-09-16,2024-12-03,300000.0,78,Physical Inspection,13.2,15.0,15.0,100.00000000000003,15.0,5.28,2.25,2.25,15.0,2.25,27.03,100.00000000000003,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP568/2024-2025/161390-Construction of community centers and community halls,Chhattisgarh,BEMETARA(Collector Bemetara_IDA),Vijay Baghel,DURG,Normal/Others,CC ROAD NIRMAN,2024-12-24,2025-01-14,492899.0,21,Physical Inspection,13.0,15.0,15.0,100.00000000000003,15.0,5.2,2.25,2.25,15.0,2.25,26.95,100.00000000000003,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18152/2024-2025/158083-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,Punjab,MOGA(Deputy Commissioner Moga),SARABJEET SINGH KHALSA,FARIDKOT(SC),Normal/Others,Construction of Boundary wall and laying of interlock tiles in Cremation ground,2024-12-17,2025-02-18,300000.0,63,Physical Inspection,12.9,15.0,15.0,100.0,15.0,5.16,2.25,2.25,15.0,2.25,26.91,100.0,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP568/2024-2025/161393-Construction of community centers and community halls,Chhattisgarh,BEMETARA(Collector Bemetara_IDA),Vijay Baghel,DURG,Normal/Others,CC ROAD NIRMAN,2024-12-24,2025-01-14,500000.0,21,Physical Inspection,12.9,15.0,15.0,100.00000000000003,15.0,5.16,2.25,2.25,15.0,2.25,26.91,100.00000000000003,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP568/2024-2025/161395-Construction of community centers and community halls,Chhattisgarh,BEMETARA(Collector Bemetara_IDA),Vijay Baghel,DURG,Normal/Others,CC ROAD NIRMAN,2024-12-24,2025-01-14,500000.0,21,Physical Inspection,12.9,15.0,15.0,100.00000000000003,15.0,5.16,2.25,2.25,15.0,2.25,26.91,100.00000000000003,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP568/2024-2025/161397-Construction of community centers and community halls,Chhattisgarh,BEMETARA(Collector Bemetara_IDA),Vijay Baghel,DURG,Normal/Others,CC ROAD NIRMAN,2024-12-24,2025-01-14,499496.0,21,Physical Inspection,13.0,15.0,15.0,100.00000000000003,15.0,5.2,2.25,2.25,15.0,2.25,26.95,100.00000000000003,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18178/2026-2027/178133-Lighting of public spaces,Tamil Nadu,SALEM(DISTRICT COLLECTOR SALEM_IDA),MALAIYARASAN D,KALLAKURICHI,Normal/Others,"Procurement and Installation of Mini High Mast Light  (12.5 m) near Kesavan theater, Railadi street, Attur Municipality",2025-02-28,2026-06-12,465582.0,469,Physical Inspection,18.9,15.0,100.0,0.0,15.0,7.56,2.25,15.0,0.0,2.25,27.06,100.0,70.8,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 469 days.
WS/MP18154/2024-2025/162851-Street lights,Punjab,PATHANKOT(DEPUTY COMMISSIONER PATHANKOT_IDA),SUKHJINDER SINGH RANDHAWA,GURDASPUR,Normal/Others,"5 (Five light) 30 watt solar led 6 meter poll, 5 years full warranty from manufacture company. The working agency will be XEN, PWD",2025-01-10,2025-02-13,85246.0,34,Physical Inspection,13.2,15.0,15.0,99.99999999999997,15.0,5.28,2.25,2.25,15.0,2.25,27.03,99.99999999999997,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18154/2024-2025/162852-Street lights,Punjab,PATHANKOT(DEPUTY COMMISSIONER PATHANKOT_IDA),SUKHJINDER SINGH RANDHAWA,GURDASPUR,Normal/Others,"5 (Five light) 30 watt solar led 6 meter poll, 5 years full warranty from manufacture company. The working agency will be XEN, PWD",2025-01-10,2025-02-13,85246.0,34,Physical Inspection,13.2,15.0,15.0,99.99999999999997,15.0,5.28,2.25,2.25,15.0,2.25,27.03,99.99999999999997,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18154/2024-2025/162853-Street lights,Punjab,PATHANKOT(DEPUTY COMMISSIONER PATHANKOT_IDA),SUKHJINDER SINGH RANDHAWA,GURDASPUR,Normal/Others,"5 (Five light) 30 watt solar led 6 meter poll, 5 years full warranty from manufacture company. The working agency will be XEN, PWD",2025-01-10,2025-02-13,85042.0,34,Physical Inspection,13.2,15.0,15.0,99.99999999999997,15.0,5.28,2.25,2.25,15.0,2.25,27.03,99.99999999999997,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP351/2025-2026/157131-Purchase of mobile sanitation equipment,Kerala,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Shri Kumbakudi Sudhakaran,KANNUR,Normal/Others,Purchase of Vehicle  for Mobile Clinic for Kannur District Vector Control Unit(DVC)-Taliparamba-Health Department,2024-12-05,2026-02-19,644540.0,441,Physical Inspection,19.0,15.0,100.0,0.0,15.0,7.6,2.25,15.0,0.0,2.25,27.1,100.0,70.8,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 441 days.
WS/MP18154/2024-2025/164223-Street lights,Punjab,PATHANKOT(DEPUTY COMMISSIONER PATHANKOT_IDA),SUKHJINDER SINGH RANDHAWA,GURDASPUR,Normal/Others,"5 (Five light) 30 watt solar led 6 meter poll, 5 years full warranty from manufacture company. The working agency will be XEN, PWD",2025-01-10,2025-02-13,85042.0,34,Physical Inspection,13.2,15.0,15.0,99.99999999999997,15.0,5.28,2.25,2.25,15.0,2.25,27.03,99.99999999999997,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18377/2024-2025/152273-Street lights,Uttar Pradesh,BAREILLY(DISTRICT MAGISTRAE BAREILLY_IDA),CHHATRA PAL SINGH GANGWAR,BAREILLY,Normal/Others,NAWABGANJ - BHADPURA BLOCK KE 39 GRAM ME STREET LIGHTS,2024-11-13,2024-11-22,1024418.0,9,Physical Inspection,13.3,15.0,15.0,100.00000000000003,15.0,5.32,2.25,2.25,15.0,2.25,27.07,100.00000000000003,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
