project_id,payment_sequence,payment_date,payment_amount,progress_percent,sanction_amount,data_source
WS/MP18065/2024-2025/134742-Construction of community centers and community halls,1,2025-04-18,330000.0,30,1100000.0,DEMO / SIMULATED DATA
WS/MP18065/2024-2025/134742-Construction of community centers and community halls,2,2025-06-02,440000.0,100,1100000.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134780-Street lights,1,2025-01-23,68233.8,30,227446.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134780-Street lights,2,2025-03-09,90978.4,100,227446.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134781-Street lights,1,2025-01-23,68233.8,30,227446.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134781-Street lights,2,2025-03-09,90978.4,100,227446.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134782-Street lights,1,2025-01-23,68233.8,30,227446.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134782-Street lights,2,2025-03-09,90978.4,100,227446.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134783-Street lights,1,2025-01-23,68233.8,30,227446.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134783-Street lights,2,2025-03-09,68233.8,60,227446.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134783-Street lights,3,2025-04-23,90978.4,100,227446.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134784-Street lights,1,2025-01-23,68233.8,30,227446.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134784-Street lights,2,2025-03-09,90978.4,100,227446.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134785-Street lights,1,2025-01-23,68240.7,30,227469.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134785-Street lights,2,2025-03-09,90987.6,100,227469.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134786-Street lights,1,2025-01-23,68240.7,30,227469.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134786-Street lights,2,2025-03-09,90987.6,100,227469.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134787-Street lights,1,2025-01-23,68240.7,30,227469.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134787-Street lights,2,2025-03-09,90987.6,100,227469.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134788-Street lights,1,2025-01-23,68240.7,30,227469.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134788-Street lights,2,2025-03-09,90987.6,100,227469.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134789-Street lights,1,2025-01-23,68240.7,30,227469.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134789-Street lights,2,2025-03-09,68240.7,60,227469.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134789-Street lights,3,2025-04-23,90987.6,100,227469.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134790-Street lights,1,2025-01-23,68240.7,30,227469.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134790-Street lights,2,2025-03-09,68240.7,60,227469.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134790-Street lights,3,2025-04-23,90987.6,100,227469.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134791-Street lights,1,2025-01-23,68240.7,30,227469.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134791-Street lights,2,2025-03-09,90987.6,100,227469.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134792-Street lights,1,2025-01-23,68240.7,30,227469.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134792-Street lights,2,2025-03-09,68240.7,60,227469.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134792-Street lights,3,2025-04-23,90987.6,100,227469.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134793-Street lights,1,2025-01-23,68240.7,30,227469.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134793-Street lights,2,2025-03-09,90987.6,100,227469.0,DEMO / SIMULATED DATA
WS/MP681/2024-2025/134797-Construction of community centers and community halls,1,2024-10-24,299286.9,30,997623.0,DEMO / SIMULATED DATA
WS/MP681/2024-2025/134797-Construction of community centers and community halls,2,2024-12-08,399049.2,100,997623.0,DEMO / SIMULATED DATA
WS/MP681/2024-2025/134798-Construction of community centers and community halls,1,2024-11-17,299636.4,30,998788.0,DEMO / SIMULATED DATA
WS/MP681/2024-2025/134798-Construction of community centers and community halls,2,2025-01-01,399515.2,100,998788.0,DEMO / SIMULATED DATA
WS/MP681/2024-2025/134799-Construction of community centers and community halls,1,2024-10-02,299806.8,30,999356.0,DEMO / SIMULATED DATA
WS/MP681/2024-2025/134799-Construction of community centers and community halls,2,2024-10-07,299806.8,60,999356.0,DEMO / SIMULATED DATA
WS/MP681/2024-2025/134799-Construction of community centers and community halls,3,2024-10-12,599613.6,40,999356.0,DEMO / SIMULATED DATA
WS/MP681/2024-2025/134800-Construction of community centers and community halls,1,2024-11-11,299925.9,30,999753.0,DEMO / SIMULATED DATA
WS/MP681/2024-2025/134800-Construction of community centers and community halls,2,2024-12-26,399901.2,100,999753.0,DEMO / SIMULATED DATA
WS/MP681/2024-2025/134801-Construction of community centers and community halls,1,2024-11-25,299993.4,30,999978.0,DEMO / SIMULATED DATA
WS/MP681/2024-2025/134801-Construction of community centers and community halls,2,2025-01-09,299993.4,60,999978.0,DEMO / SIMULATED DATA
WS/MP681/2024-2025/134801-Construction of community centers and community halls,3,2025-02-23,399991.2,100,999978.0,DEMO / SIMULATED DATA
WS/MP681/2024-2025/134802-Construction of community centers and community halls,1,2024-11-11,448176.0,30,1493920.0,DEMO / SIMULATED DATA
WS/MP681/2024-2025/134802-Construction of community centers and community halls,2,2024-12-26,448176.0,60,1493920.0,DEMO / SIMULATED DATA
WS/MP681/2024-2025/134802-Construction of community centers and community halls,3,2025-02-09,597568.0,100,1493920.0,DEMO / SIMULATED DATA
WS/MP681/2024-2025/134803-Construction of community centers and community halls,1,2024-11-11,299971.2,30,999904.0,DEMO / SIMULATED DATA
WS/MP681/2024-2025/134803-Construction of community centers and community halls,2,2024-12-26,399961.6,100,999904.0,DEMO / SIMULATED DATA
WS/MP681/2024-2025/134804-Construction of community centers and community halls,1,2024-11-17,299968.8,30,999896.0,DEMO / SIMULATED DATA
WS/MP681/2024-2025/134804-Construction of community centers and community halls,2,2025-01-01,399958.4,100,999896.0,DEMO / SIMULATED DATA
WS/MP681/2024-2025/134805-Construction of community centers and community halls,1,2024-11-23,299913.3,30,999711.0,DEMO / SIMULATED DATA
WS/MP681/2024-2025/134805-Construction of community centers and community halls,2,2025-01-07,299913.3,60,999711.0,DEMO / SIMULATED DATA
WS/MP681/2024-2025/134805-Construction of community centers and community halls,3,2025-02-21,399884.4,100,999711.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134826-Installing community drinking water plants,1,2025-01-23,93722.4,30,312408.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134826-Installing community drinking water plants,2,2025-03-09,93722.4,60,312408.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134826-Installing community drinking water plants,3,2025-04-23,124963.2,100,312408.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134827-Installing community drinking water plants,1,2025-01-23,93117.9,30,310393.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134827-Installing community drinking water plants,2,2025-03-09,93117.9,60,310393.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134827-Installing community drinking water plants,3,2025-04-23,124157.2,100,310393.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134828-Street lights,1,2025-01-23,68240.7,30,227469.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134828-Street lights,2,2025-03-09,68240.7,60,227469.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134828-Street lights,3,2025-04-23,90987.6,100,227469.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134829-Street lights,1,2025-01-23,68233.8,30,227446.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134829-Street lights,2,2025-03-09,90978.4,100,227446.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134837-Street lights,1,2025-05-03,75000.0,30,250000.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134837-Street lights,2,2025-06-17,75000.0,60,250000.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134837-Street lights,3,2025-08-01,100000.0,100,250000.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134838-Street lights,1,2025-05-03,74887.5,30,249625.0,DEMO / SIMULATED DATA
WS/MP485/2024-2025/134838-Street lights,2,2025-06-17,99850.0,100,249625.0,DEMO / SIMULATED DATA
WS/MP492/2024-2025/134981-Construction of bus-sheds or bus-stops,1,2024-10-12,2970000.0,30,9900000.0,DEMO / SIMULATED DATA
WS/MP492/2024-2025/134981-Construction of bus-sheds or bus-stops,2,2024-11-26,2970000.0,60,9900000.0,DEMO / SIMULATED DATA
WS/MP492/2024-2025/134981-Construction of bus-sheds or bus-stops,3,2025-01-10,3960000.0,100,9900000.0,DEMO / SIMULATED DATA
WS/MP492/2024-2025/134984-Lighting of public spaces,1,2024-10-12,11372400.0,30,37908000.0,DEMO / SIMULATED DATA
WS/MP492/2024-2025/134984-Lighting of public spaces,2,2024-11-26,15163200.0,100,37908000.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135003-Lighting of public spaces,1,2025-10-26,176014.8,30,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135003-Lighting of public spaces,2,2025-12-10,234686.4,100,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135004-Lighting of public spaces,1,2025-10-11,176014.8,30,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135004-Lighting of public spaces,2,2025-11-25,176014.8,60,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135004-Lighting of public spaces,3,2026-01-09,234686.4,100,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135005-Lighting of public spaces,1,2025-10-11,176014.8,30,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135005-Lighting of public spaces,2,2025-11-25,176014.8,60,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135005-Lighting of public spaces,3,2026-01-09,234686.4,100,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135006-Lighting of public spaces,1,2025-10-11,176014.8,30,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135006-Lighting of public spaces,2,2025-11-25,176014.8,60,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135006-Lighting of public spaces,3,2026-01-09,234686.4,100,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135007-Lighting of public spaces,1,2025-10-11,176014.8,30,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135007-Lighting of public spaces,2,2025-11-25,234686.4,100,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135008-Lighting of public spaces,1,2025-09-16,176014.8,30,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135008-Lighting of public spaces,2,2025-09-21,176014.8,60,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135008-Lighting of public spaces,3,2025-09-26,352029.6,40,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135009-Lighting of public spaces,1,2025-10-26,176014.8,30,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135009-Lighting of public spaces,2,2025-12-10,176014.8,60,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135009-Lighting of public spaces,3,2026-01-24,234686.4,100,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135010-Lighting of public spaces,1,2025-10-26,176014.8,30,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135010-Lighting of public spaces,2,2025-12-10,176014.8,60,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135010-Lighting of public spaces,3,2026-01-24,234686.4,100,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135011-Lighting of public spaces,1,2025-10-26,176014.8,30,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135011-Lighting of public spaces,2,2025-12-10,234686.4,100,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135012-Lighting of public spaces,1,2025-10-11,176014.8,30,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135012-Lighting of public spaces,2,2025-11-25,176014.8,60,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135012-Lighting of public spaces,3,2026-01-09,234686.4,100,586716.0,DEMO / SIMULATED DATA
WS/MP345/2024-2025/135013-Construction of buildings for community cultural activities,1,2025-04-27,750000.0,30,2500000.0,DEMO / SIMULATED DATA
WS/MP345/2024-2025/135013-Construction of buildings for community cultural activities,2,2025-06-11,1000000.0,100,2500000.0,DEMO / SIMULATED DATA
WS/MP345/2024-2025/135014-Construction of public libraries and reading rooms,1,2025-04-27,300000.0,30,1000000.0,DEMO / SIMULATED DATA
WS/MP345/2024-2025/135014-Construction of public libraries and reading rooms,2,2025-06-11,300000.0,60,1000000.0,DEMO / SIMULATED DATA
WS/MP345/2024-2025/135014-Construction of public libraries and reading rooms,3,2025-07-26,400000.0,100,1000000.0,DEMO / SIMULATED DATA
WS/MP345/2024-2025/135018-Construction of community centers and community halls,1,2025-04-27,900000.0,30,3000000.0,DEMO / SIMULATED DATA
WS/MP345/2024-2025/135018-Construction of community centers and community halls,2,2025-06-11,900000.0,60,3000000.0,DEMO / SIMULATED DATA
WS/MP345/2024-2025/135018-Construction of community centers and community halls,3,2025-07-26,1200000.0,100,3000000.0,DEMO / SIMULATED DATA
WS/MP345/2024-2025/135019-Construction of buildings for crèches and anganwadies,1,2025-04-27,743843.5,30,2479478.34,DEMO / SIMULATED DATA
WS/MP345/2024-2025/135019-Construction of buildings for crèches and anganwadies,2,2025-06-11,991791.34,100,2479478.34,DEMO / SIMULATED DATA
WS/MP345/2024-2025/135021-Construction of bus-sheds or bus-stops,1,2025-04-27,150000.0,30,500000.0,DEMO / SIMULATED DATA
WS/MP345/2024-2025/135021-Construction of bus-sheds or bus-stops,2,2025-06-11,150000.0,60,500000.0,DEMO / SIMULATED DATA
WS/MP345/2024-2025/135021-Construction of bus-sheds or bus-stops,3,2025-07-26,200000.0,100,500000.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135160-Lighting of public spaces,1,2025-10-26,176014.8,30,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135160-Lighting of public spaces,2,2025-12-10,176014.8,60,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135160-Lighting of public spaces,3,2026-01-24,234686.4,100,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135163-Lighting of public spaces,1,2025-10-11,176014.8,30,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135163-Lighting of public spaces,2,2025-11-25,176014.8,60,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135163-Lighting of public spaces,3,2026-01-09,234686.4,100,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135164-Lighting of public spaces,1,2025-10-11,176014.8,30,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135164-Lighting of public spaces,2,2025-11-25,176014.8,60,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135164-Lighting of public spaces,3,2026-01-09,234686.4,100,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135165-Lighting of public spaces,1,2025-10-11,176014.8,30,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135165-Lighting of public spaces,2,2025-11-25,176014.8,60,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135165-Lighting of public spaces,3,2026-01-09,234686.4,100,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135166-Lighting of public spaces,1,2025-10-11,176014.8,30,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135166-Lighting of public spaces,2,2025-11-25,176014.8,60,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135166-Lighting of public spaces,3,2026-01-09,234686.4,100,586716.0,DEMO / SIMULATED DATA
WS/MP18278/2024-2025/135168-Street lights,1,2024-11-09,297900.0,30,993000.0,DEMO / SIMULATED DATA
WS/MP18278/2024-2025/135168-Street lights,2,2024-12-24,297900.0,60,993000.0,DEMO / SIMULATED DATA
WS/MP18278/2024-2025/135168-Street lights,3,2025-02-07,397200.0,100,993000.0,DEMO / SIMULATED DATA
WS/MP18278/2024-2025/135169-Street lights,1,2024-11-09,297900.0,30,993000.0,DEMO / SIMULATED DATA
WS/MP18278/2024-2025/135169-Street lights,2,2024-12-24,397200.0,100,993000.0,DEMO / SIMULATED DATA
WS/MP18278/2024-2025/135170-Street lights,1,2024-11-09,297900.0,30,993000.0,DEMO / SIMULATED DATA
WS/MP18278/2024-2025/135170-Street lights,2,2024-12-24,297900.0,60,993000.0,DEMO / SIMULATED DATA
WS/MP18278/2024-2025/135170-Street lights,3,2025-02-07,397200.0,100,993000.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135171-Lighting of public spaces,1,2025-10-11,176014.8,30,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135171-Lighting of public spaces,2,2025-11-25,176014.8,60,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135171-Lighting of public spaces,3,2026-01-09,234686.4,100,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135172-Lighting of public spaces,1,2025-10-11,176014.8,30,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135172-Lighting of public spaces,2,2025-11-25,176014.8,60,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135172-Lighting of public spaces,3,2026-01-09,234686.4,100,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135173-Lighting of public spaces,1,2025-09-01,176014.8,30,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135173-Lighting of public spaces,2,2025-09-06,352029.6,40,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135174-Lighting of public spaces,1,2025-10-26,176014.8,30,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135174-Lighting of public spaces,2,2025-12-10,234686.4,100,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135175-Lighting of public spaces,1,2025-10-26,176014.8,30,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135175-Lighting of public spaces,2,2025-12-10,234686.4,100,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135176-Lighting of public spaces,1,2025-10-26,176014.8,30,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135176-Lighting of public spaces,2,2025-12-10,176014.8,60,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135176-Lighting of public spaces,3,2026-01-24,234686.4,100,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135177-Lighting of public spaces,1,2025-10-26,176014.8,30,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135177-Lighting of public spaces,2,2025-12-10,176014.8,60,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135177-Lighting of public spaces,3,2026-01-24,234686.4,100,586716.0,DEMO / SIMULATED DATA
"WS/MP858/2024-2025/135178-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2025-01-06,152694.0,30,508980.0,DEMO / SIMULATED DATA
"WS/MP858/2024-2025/135178-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2025-02-20,203592.0,100,508980.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135179-Lighting of public spaces,1,2025-10-26,176014.8,30,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135179-Lighting of public spaces,2,2025-12-10,234686.4,100,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135180-Lighting of public spaces,1,2025-10-11,176014.8,30,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135180-Lighting of public spaces,2,2025-11-25,176014.8,60,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135180-Lighting of public spaces,3,2026-01-09,234686.4,100,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135181-Lighting of public spaces,1,2025-10-11,176014.8,30,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135181-Lighting of public spaces,2,2025-11-25,176014.8,60,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135181-Lighting of public spaces,3,2026-01-09,234686.4,100,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135182-Lighting of public spaces,1,2025-10-11,176014.8,30,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135182-Lighting of public spaces,2,2025-11-25,234686.4,100,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135183-Lighting of public spaces,1,2025-10-11,176014.8,30,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135183-Lighting of public spaces,2,2025-11-25,234686.4,100,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135184-Lighting of public spaces,1,2025-10-11,176014.8,30,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135184-Lighting of public spaces,2,2025-11-25,176014.8,60,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135184-Lighting of public spaces,3,2026-01-09,234686.4,100,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135185-Lighting of public spaces,1,2025-10-11,176014.8,30,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135185-Lighting of public spaces,2,2025-11-25,176014.8,60,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135185-Lighting of public spaces,3,2026-01-09,234686.4,100,586716.0,DEMO / SIMULATED DATA
"WS/MP858/2024-2025/135206-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2025-01-06,116949.0,30,389830.0,DEMO / SIMULATED DATA
"WS/MP858/2024-2025/135206-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2025-02-20,116949.0,60,389830.0,DEMO / SIMULATED DATA
"WS/MP858/2024-2025/135206-Construction of roads, link roads, pathways or any other road with or without drainage system",3,2025-04-06,155932.0,100,389830.0,DEMO / SIMULATED DATA
WS/MP858/2024-2025/135207-Construction of community centers and community halls,1,2025-01-06,121967.4,30,406558.0,DEMO / SIMULATED DATA
WS/MP858/2024-2025/135207-Construction of community centers and community halls,2,2025-02-20,121967.4,60,406558.0,DEMO / SIMULATED DATA
WS/MP858/2024-2025/135207-Construction of community centers and community halls,3,2025-04-06,162623.2,100,406558.0,DEMO / SIMULATED DATA
"WS/MP858/2024-2025/135208-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2025-01-06,106769.4,30,355898.0,DEMO / SIMULATED DATA
"WS/MP858/2024-2025/135208-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2025-02-20,106769.4,60,355898.0,DEMO / SIMULATED DATA
"WS/MP858/2024-2025/135208-Construction of roads, link roads, pathways or any other road with or without drainage system",3,2025-04-06,142359.2,100,355898.0,DEMO / SIMULATED DATA
"WS/MP858/2024-2025/135209-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2025-01-06,102638.7,30,342129.0,DEMO / SIMULATED DATA
"WS/MP858/2024-2025/135209-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2025-02-20,102638.7,60,342129.0,DEMO / SIMULATED DATA
"WS/MP858/2024-2025/135209-Construction of roads, link roads, pathways or any other road with or without drainage system",3,2025-04-06,136851.6,100,342129.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135210-Lighting of public spaces,1,2025-10-11,176014.8,30,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135210-Lighting of public spaces,2,2025-11-25,234686.4,100,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135211-Lighting of public spaces,1,2025-10-26,176014.8,30,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135211-Lighting of public spaces,2,2025-12-10,234686.4,100,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135212-Lighting of public spaces,1,2025-10-26,176014.8,30,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135212-Lighting of public spaces,2,2025-12-10,176014.8,60,586716.0,DEMO / SIMULATED DATA
WS/MP18271/2025-2026/135212-Lighting of public spaces,3,2026-01-24,234686.4,100,586716.0,DEMO / SIMULATED DATA
"WS/MP858/2024-2025/135221-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2024-11-27,122154.3,30,407181.0,DEMO / SIMULATED DATA
"WS/MP858/2024-2025/135221-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2024-12-02,122154.3,60,407181.0,DEMO / SIMULATED DATA
"WS/MP858/2024-2025/135221-Construction of roads, link roads, pathways or any other road with or without drainage system",3,2024-12-07,244308.6,40,407181.0,DEMO / SIMULATED DATA
"WS/MP858/2024-2025/135222-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2025-01-06,121298.4,30,404328.0,DEMO / SIMULATED DATA
"WS/MP858/2024-2025/135222-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2025-02-20,161731.2,100,404328.0,DEMO / SIMULATED DATA
"WS/MP858/2024-2025/135223-Construction of roads, link roads, pathways or any other road with or without drainage system",1,2025-01-06,122065.2,30,406884.0,DEMO / SIMULATED DATA
"WS/MP858/2024-2025/135223-Construction of roads, link roads, pathways or any other road with or without drainage system",2,2025-02-20,162753.6,100,406884.0,DEMO / SIMULATED DATA
WS/MP18065/2025-2026/135231-Construction of boundary walls of existing public and community buildings,1,2026-04-30,150000.0,30,500000.0,DEMO / SIMULATED DATA
WS/MP18065/2025-2026/135231-Construction of boundary walls of existing public and community buildings,2,2026-06-14,200000.0,100,500000.0,DEMO / SIMULATED DATA
WS/MP18065/2024-2025/135232-Construction of community centers and community halls,1,2025-01-06,330000.0,30,1100000.0,DEMO / SIMULATED DATA
WS/MP18065/2024-2025/135232-Construction of community centers and community halls,2,2025-02-20,330000.0,60,1100000.0,DEMO / SIMULATED DATA
WS/MP18065/2024-2025/135232-Construction of community centers and community halls,3,2025-04-06,440000.0,100,1100000.0,DEMO / SIMULATED DATA
WS/MP18153/2024-2025/135255-Installing community drinking water plants,1,2024-10-14,69618.6,30,232062.0,DEMO / SIMULATED DATA
WS/MP18153/2024-2025/135255-Installing community drinking water plants,2,2024-11-28,92824.8,100,232062.0,DEMO / SIMULATED DATA
WS/MP18153/2024-2025/135256-Installing community drinking water plants,1,2024-10-14,69724.5,30,232415.0,DEMO / SIMULATED DATA
WS/MP18153/2024-2025/135256-Installing community drinking water plants,2,2024-11-28,92966.0,100,232415.0,DEMO / SIMULATED DATA
WS/MP18153/2024-2025/135257-Installing community drinking water plants,1,2024-10-14,69654.0,30,232180.0,DEMO / SIMULATED DATA
WS/MP18153/2024-2025/135257-Installing community drinking water plants,2,2024-11-28,92872.0,100,232180.0,DEMO / SIMULATED DATA
WS/MP18153/2024-2025/135258-Installing community drinking water plants,1,2024-10-14,69724.5,30,232415.0,DEMO / SIMULATED DATA
WS/MP18153/2024-2025/135258-Installing community drinking water plants,2,2024-11-28,92966.0,100,232415.0,DEMO / SIMULATED DATA
WS/MP18153/2024-2025/135259-Installing community drinking water plants,1,2024-10-14,69795.0,30,232650.0,DEMO / SIMULATED DATA
WS/MP18153/2024-2025/135259-Installing community drinking water plants,2,2024-11-28,69795.0,60,232650.0,DEMO / SIMULATED DATA
